id,IsDefault,is_no_bank_call,payfrequency,NumOfDigitsInEmailUsername,FraudScore,IsCheapCampaign,lead_cost,loantoincome,bankmonths,requestedamount,netmonthly,FraudScoreBucketSmall,BankBehaviorBucketSmall,bankyears,incometype,BankScore2,BankScore,n_months_address,IsHurricaneHarvey,DistFromAddressBucket,AddressContactScore,EmailContactScore,PhoneContactScore,ssn_to_bankaccount,PhoneCarrier
639,0,FALSE,B,0,608,No,40,20,0,1000,5000,a_less719,b_800to899,20,E,792,887,48,FALSE,NONE,4,1,1,0,T-Mobile USA
640,1,FALSE,B,0,609,No,40,20,0,300,1500,a_less719,a_less799,3,E,588,623,144,FALSE,b_3to10,1,1,1,1,AT&T
641,0,TRUE,S,0,609,No,40,13.33,0,200,1500,a_less719,c_great900,3,E,764,937,72,FALSE,d_25to300,1,2,3,0,Cricket Wireless
642,0,FALSE,B,0,609,No,30,72.73,2,1000,1375,a_less719,a_less799,1,E,531,622,48,FALSE,b_3to10,1,2,2,1,AT&T
643,0,FALSE,B,4,609,No,25,12,0,300,2500,a_less719,a_less799,1,E,807,783,108,TRUE,b_3to10,1,1,1,1,T-Mobile USA
644,0,FALSE,B,0,609,No,40,40,0,1000,2500,a_less719,a_less799,1,E,605,631,12,TRUE,b_3to10,3,2,2,0,Boost Mobile
645,0,TRUE,B,0,609,No,40,20,0,600,3000,a_less719,a_less799,1,E,698,752,12,FALSE,d_25to300,3,1,1,0,AT&T
646,0,FALSE,B,0,609,No,20,10,6,500,5000,a_less719,a_less799,2,E,678,631,12,FALSE,a_less3,3,1,1,0,T-Mobile USA
647,0,FALSE,B,0,610,No,40,14.29,1,500,3500,a_less719,a_less799,2,E,748,775,73,TRUE,d_25to300,3,1,3,6,Boost Mobile
648,1,TRUE,B,0,610,No,40,40,0,600,1500,a_less719,a_less799,3,E,557,703,48,FALSE,d_25to300,1,2,1,0,Metro PCS
649,0,TRUE,B,3,610,No,25,40,0,1000,2500,a_less719,a_less799,5,E,703,716,48,FALSE,b_3to10,3,1,1,1,T-Mobile USA
650,1,FALSE,S,4,610,No,40,16.67,4,1000,6000,a_less719,a_less799,5,S,728,669,100,TRUE,a_less3,1,1,3,3,Metro PCS
651,0,FALSE,B,3,610,No,30,36.36,2,500,1375,a_less719,a_less799,5,E,684,709,72,FALSE,NONE,4,1,1,0,T-Mobile USA
652,0,FALSE,B,2,610,No,40,10,2,500,5000,a_less719,b_800to899,2,E,860,887,26,FALSE,c_10to25,1,1,3,2,Sprint
653,0,FALSE,B,3,611,No,50,20,0,500,2500,a_less719,a_less799,3,E,652,724,72,FALSE,c_10to25,1,2,1,0,Sprint
654,1,FALSE,B,0,611,No,30,8.37,9,500,5975,a_less719,a_less799,1,E,589,570,24,FALSE,d_25to300,1,1,3,0,AT&T
655,0,TRUE,B,2,611,No,40,10,0,300,3000,a_less719,a_less799,1,E,722,565,12,TRUE,d_25to300,1,1,1,3,Metro PCS
656,0,FALSE,S,6,611,No,25,11.11,3,500,4500,a_less719,a_less799,1,E,614,615,12,FALSE,a_less3,2,2,1,0,T-Mobile USA
657,1,FALSE,B,2,611,No,25,6.67,6,300,4500,a_less719,a_less799,2,E,702,755,12,FALSE,c_10to25,1,1,1,3,T-Mobile USA
658,0,TRUE,S,3,611,No,40,10,6,500,5000,a_less719,a_less799,1,E,702,503,12,FALSE,NONE,3,1,3,3,Sprint
659,0,TRUE,B,2,611,No,50,20,6,500,2500,a_less719,a_less799,0,E,585,694,12,TRUE,b_3to10,3,1,3,1,Boost Mobile
660,1,FALSE,W,0,611,No,10,16.67,3,500,3000,a_less719,b_800to899,1,E,668,859,24,FALSE,a_less3,3,2,2,0,AT&T
661,1,TRUE,S,0,612,No,40,33.33,6,500,1500,a_less719,a_less799,1,E,812,617,48,FALSE,d_25to300,3,1,1,1,Verizon Wireless
662,0,FALSE,B,2,612,No,40,11.11,0,500,4500,a_less719,b_800to899,3,E,652,813,36,TRUE,c_10to25,1,1,3,0,Cricket Wireless
663,0,FALSE,B,2,612,No,25,36.36,3,500,1375,a_less719,b_800to899,1,E,729,859,79,FALSE,d_25to300,3,4,1,0,Sprint
664,0,FALSE,B,2,612,No,10,133.33,0,2000,1500,a_less719,a_less799,2,E,680,662,72,TRUE,a_less3,1,1,1,0,AT&T
665,0,TRUE,B,0,612,No,40,14.29,6,500,3500,a_less719,a_less799,0,E,783,586,24,TRUE,d_25to300,1,1,2,3,AT&T
666,1,FALSE,B,2,612,No,25,35.71,1,500,1400,a_less719,a_less799,1,E,519,626,12,TRUE,NONE,4,1,3,1,T-Mobile USA
667,1,FALSE,B,2,613,No,40,30,0,600,2000,a_less719,b_800to899,1,E,796,868,12,FALSE,e_great300,3,1,1,0,Metro PCS
668,0,FALSE,B,2,613,No,45,20,3,500,2500,a_less719,b_800to899,1,E,632,802,24,TRUE,b_3to10,3,1,1,0,Verizon Wireless
669,0,FALSE,S,2,613,No,40,33.33,0,600,1800,a_less719,b_800to899,1,E,676,807,12,FALSE,b_3to10,3,2,3,0,Boost Mobile
670,1,FALSE,B,0,613,No,40,20,6,400,2000,a_less719,a_less799,2,E,675,720,96,TRUE,b_3to10,1,1,2,1,T-Mobile USA
671,0,FALSE,B,3,613,No,50,33.33,0,500,1500,a_less719,a_less799,2,E,668,664,6,FALSE,d_25to300,3,1,1,0,Metro PCS
672,1,FALSE,B,4,613,No,5,8.33,2,500,6000,a_less719,b_800to899,5,E,848,855,72,TRUE,c_10to25,1,2,2,2,T-Mobile USA
673,0,FALSE,S,0,613,No,10,39.64,3,1500,3784,a_less719,a_less799,1,E,625,723,36,FALSE,a_less3,1,1,1,0,Sprint
674,0,FALSE,S,0,613,No,20,11.43,0,400,3500,a_less719,a_less799,1,E,589,715,60,TRUE,c_10to25,1,1,1,8,US
675,0,FALSE,B,0,613,No,45,10.84,3,500,4612,a_less719,a_less799,1,S,758,761,24,TRUE,d_25to300,1,1,1,0,Verizon Wireless
676,1,FALSE,B,2,613,No,50,66.67,0,1000,1500,a_less719,a_less799,5,E,803,666,72,FALSE,d_25to300,1,1,1,2,Metro PCS
677,0,FALSE,B,4,613,No,25,25.32,6,500,1975,a_less719,b_800to899,1,E,750,802,108,FALSE,b_3to10,3,1,1,2,Sprint
678,1,FALSE,S,2,614,No,10,11.54,0,300,2600,a_less719,a_less799,1,E,693,627,12,TRUE,NONE,1,1,3,1,Cricket Wireless
679,0,FALSE,B,3,614,No,40,12,0,300,2500,a_less719,a_less799,2,E,794,745,48,FALSE,d_25to300,1,2,1,1,Boost Mobile
680,0,FALSE,B,3,614,No,25,40,0,1000,2500,a_less719,a_less799,3,E,703,714,6,FALSE,NONE,4,2,1,0,AT&T
681,1,FALSE,W,2,614,No,10,20.83,3,500,2400,a_less719,b_800to899,1,E,749,841,36,FALSE,b_3to10,1,2,1,2,Metro PCS
682,0,TRUE,B,2,614,No,40,16.67,0,1000,6000,a_less719,a_less799,3,E,559,507,72,TRUE,b_3to10,2,1,2,0,Verizon Wireless
683,0,FALSE,B,3,614,No,40,10,0,500,5000,a_less719,a_less799,1,E,576,566,12,TRUE,c_10to25,3,2,3,2,T-Mobile USA
684,0,FALSE,B,4,614,No,10,75,3,1500,2000,a_less719,a_less799,1,E,516,577,6,FALSE,d_25to300,3,2,3,0,Metro PCS
685,0,FALSE,B,3,614,No,50,14.29,0,500,3500,a_less719,a_less799,2,E,423,419,24,FALSE,d_25to300,1,2,1,1,Sprint
686,0,FALSE,W,8,614,No,10,22.22,6,1000,4500,a_less719,a_less799,0,E,581,560,60,FALSE,e_great300,1,2,3,0,T-Mobile USA
687,0,TRUE,B,2,614,No,40,6.67,0,200,3000,a_less719,a_less799,1,E,506,747,12,TRUE,c_10to25,1,1,1,0,AT&T
688,1,TRUE,B,0,615,No,5,16.67,4,300,1800,a_less719,a_less799,1,E,787,789,48,FALSE,a_less3,1,1,1,1,T-Mobile USA
689,0,TRUE,B,0,615,No,25,66.67,0,1000,1500,a_less719,c_great900,3,S,808,902,120,FALSE,a_less3,1,1,1,0,Metro PCS
690,1,FALSE,B,0,615,No,10,67.23,9,2000,2975,a_less719,a_less799,1,E,576,515,24,TRUE,b_3to10,1,1,3,1,Sprint
691,1,FALSE,B,6,615,No,10,61.54,1,2000,3250,a_less719,a_less799,0,E,585,689,12,FALSE,d_25to300,3,1,3,1,Metro PCS
692,0,TRUE,B,2,615,No,25,27.78,3,500,1800,a_less719,b_800to899,1,S,762,897,36,TRUE,c_10to25,3,1,1,0,Metro PCS
693,0,FALSE,S,0,615,No,10,40,0,1000,2500,a_less719,a_less799,3,E,683,744,24,FALSE,d_25to300,2,1,1,1,Sprint
694,0,FALSE,B,2,615,No,5,28.57,6,1000,3500,a_less719,a_less799,2,E,604,671,12,FALSE,d_25to300,3,1,1,1,AT&T
695,1,FALSE,B,0,615,No,10,23.53,6,1000,4250,a_less719,a_less799,0,E,538,420,24,FALSE,b_3to10,1,1,1,3,Verizon Wireless
696,0,FALSE,B,4,616,No,45,20.83,3,500,2400,a_less719,a_less799,1,E,556,789,36,FALSE,NONE,1,1,1,0,Cricket Wireless
697,0,FALSE,W,2,616,No,5,8.28,0,300,3625,a_less719,a_less799,5,E,598,780,60,FALSE,b_3to10,3,2,1,1,AT&T
698,0,FALSE,B,3,616,No,45,20.83,3,500,2400,a_less719,a_less799,1,E,637,731,6,FALSE,d_25to300,3,1,1,1,Metro PCS
699,0,FALSE,W,0,616,No,5,7.27,0,400,5500,a_less719,a_less799,2,S,554,445,12,TRUE,NONE,3,1,1,3,AT&T
700,1,FALSE,B,4,616,No,45,19.23,3,500,2600,a_less719,a_less799,1,E,655,616,24,TRUE,c_10to25,3,2,1,0,Metro PCS
701,0,FALSE,B,0,616,No,40,28.57,0,1000,3500,a_less719,a_less799,5,E,791,506,36,FALSE,b_3to10,3,1,3,1,T-Mobile USA
702,0,FALSE,B,0,616,No,40,8.57,0,300,3500,a_less719,b_800to899,2,E,770,839,24,FALSE,a_less3,1,1,1,0,Verizon Wireless
703,0,FALSE,B,2,617,No,40,10,6,300,3000,a_less719,a_less799,0,E,716,728,48,FALSE,c_10to25,3,1,3,0,Sprint
704,0,FALSE,S,4,617,No,40,66.67,0,1000,1500,a_less719,a_less799,1,E,587,696,24,FALSE,d_25to300,3,1,3,0,Metro PCS
705,1,FALSE,B,3,617,No,15,23.08,0,300,1300,a_less719,a_less799,1,E,601,730,60,FALSE,b_3to10,3,1,3,0,Boost Mobile
706,1,FALSE,B,4,617,No,40,40,1,1000,2500,a_less719,a_less799,2,E,784,788,49,FALSE,d_25to300,1,1,1,0,Metro PCS
707,0,FALSE,B,0,617,No,20,9.52,0,500,5250,a_less719,a_less799,9,E,820,786,48,FALSE,c_10to25,1,3,3,1,T-Mobile USA
708,0,FALSE,S,0,617,No,30,13.33,0,200,1500,a_less719,b_800to899,2,E,832,864,24,FALSE,c_10to25,1,1,1,2,US
709,0,FALSE,B,0,618,No,35,18.46,0,500,2708,a_less719,b_800to899,2,E,758,886,24,TRUE,c_10to25,3,2,1,1,Metro PCS
710,1,FALSE,B,3,618,No,45,19.23,3,500,2600,a_less719,a_less799,1,E,733,778,12,FALSE,c_10to25,3,3,1,0,T-Mobile USA
711,1,TRUE,B,4,618,No,20,33.33,0,1000,3000,a_less719,a_less799,1,E,530,546,12,TRUE,a_less3,1,1,1,3,AT&T
712,1,FALSE,B,0,618,No,40,24,0,600,2500,a_less719,a_less799,1,E,741,794,36,TRUE,d_25to300,1,2,1,0,Metro PCS
713,0,FALSE,B,0,619,No,40,20,6,1000,5000,a_less719,b_800to899,2,E,797,802,240,FALSE,b_3to10,1,1,1,1,AT&T
714,1,FALSE,B,5,619,No,40,14.29,0,500,3500,a_less719,a_less799,1,E,482,428,24,FALSE,e_great300,1,1,3,7,Sprint
715,1,FALSE,B,0,619,No,10,80,6,2000,2500,a_less719,a_less799,0,E,624,749,24,FALSE,NONE,3,2,1,0,Cricket Wireless
716,0,TRUE,B,0,619,No,25,13.79,0,500,3625,a_less719,b_800to899,2,E,779,844,120,FALSE,c_10to25,1,1,1,0,Metro PCS
717,0,TRUE,B,1,619,No,5,14.46,0,1000,6916,a_less719,a_less799,1,E,673,702,35,TRUE,NONE,1,1,1,2,Verizon Wireless
718,0,FALSE,S,0,619,No,50,11.11,0,500,4500,a_less719,a_less799,2,E,615,736,6,TRUE,a_less3,3,1,1,0,Verizon Wireless
719,1,TRUE,B,2,619,No,40,11.11,0,500,4500,a_less719,c_great900,6,E,791,901,60,FALSE,e_great300,3,1,1,2,Verizon Wireless
720,0,FALSE,B,4,619,No,40,26.67,0,400,1500,a_less719,a_less799,1,E,554,532,12,FALSE,b_3to10,1,1,2,0,Verizon Wireless
721,0,FALSE,B,1,619,No,35,12,0,300,2500,a_less719,a_less799,1,E,662,593,24,FALSE,a_less3,2,1,1,2,Sprint
722,0,TRUE,B,2,619,No,45,10,3,500,5000,a_less719,c_great900,1,E,863,962,36,FALSE,NONE,4,1,3,1,Verizon Wireless
723,1,FALSE,B,4,619,No,40,9.09,6,500,5500,a_less719,a_less799,0,E,531,642,36,FALSE,d_25to300,1,2,1,2,AT&T
724,0,TRUE,B,2,620,No,35,13.62,0,400,2936,a_less719,b_800to899,6,E,589,818,12,FALSE,d_25to300,3,1,1,1,T-Mobile USA
725,0,FALSE,B,0,620,No,40,8,5,200,2500,a_less719,b_800to899,5,E,727,834,15,TRUE,b_3to10,3,1,1,4,Metro PCS
726,0,FALSE,B,4,620,No,10,80,0,2000,2500,a_less719,a_less799,6,E,722,647,6,TRUE,NONE,4,1,2,0,Verizon Wireless
727,0,TRUE,B,0,620,No,40,10,0,300,3000,a_less719,a_less799,1,E,687,585,12,TRUE,e_great300,1,1,1,5,Metro PCS
728,1,FALSE,B,3,620,No,35,20,0,300,1500,a_less719,a_less799,1,E,653,641,3,TRUE,c_10to25,1,1,3,0,Sprint
729,0,TRUE,S,0,620,No,25,27.78,3,500,1800,a_less719,a_less799,1,E,785,787,36,FALSE,a_less3,1,1,1,2,US
730,0,TRUE,B,0,621,No,25,17.36,3,500,2880,a_less719,a_less799,1,E,613,744,36,FALSE,NONE,3,1,1,0,AT&T
731,0,FALSE,S,4,621,No,45,31.25,3,500,1600,a_less719,b_800to899,1,E,749,830,36,FALSE,b_3to10,1,2,1,0,CT Cube L.P.
732,0,FALSE,B,0,621,No,25,16.67,3,500,3000,a_less719,b_800to899,1,E,763,847,101,FALSE,NONE,1,1,1,4,Cricket Wireless
733,0,FALSE,B,2,621,No,25,60,0,900,1500,a_less719,b_800to899,2,E,679,809,48,FALSE,d_25to300,1,1,1,0,Boost Mobile
734,0,FALSE,S,2,621,No,45,15.62,3,500,3200,a_less719,b_800to899,1,E,694,820,36,FALSE,d_25to300,1,1,2,0,AT&T
735,0,FALSE,B,0,621,No,50,66.67,0,1000,1500,a_less719,b_800to899,6,E,800,846,36,FALSE,d_25to300,1,1,3,1,T-Mobile USA
736,0,FALSE,B,8,621,No,25,32.73,0,900,2750,a_less719,a_less799,3,E,694,735,72,FALSE,e_great300,3,2,1,0,Metro PCS
737,1,FALSE,S,2,621,No,40,20,9,500,2500,a_less719,a_less799,2,E,769,667,51,FALSE,d_25to300,1,1,1,4,Boost Mobile
738,0,FALSE,S,0,621,No,40,13.43,0,900,6700,a_less719,a_less799,1,E,668,251,42,FALSE,e_great300,2,3,3,0,Verizon Wireless
739,0,FALSE,B,0,621,No,40,22.22,8,1000,4500,a_less719,a_less799,2,E,793,650,26,FALSE,d_25to300,1,1,2,1,Sprint
740,0,FALSE,S,3,621,No,45,13.89,3,500,3600,a_less719,a_less799,1,E,766,790,36,TRUE,a_less3,3,1,1,0,T-Mobile USA
741,0,TRUE,S,4,621,No,45,12.5,3,500,4000,a_less719,a_less799,1,E,657,658,36,FALSE,b_3to10,1,2,1,1,Metro PCS
742,0,FALSE,W,0,621,No,10,10,0,500,5000,a_less719,a_less799,1,E,714,693,6,FALSE,e_great300,3,2,3,0,Metro PCS
743,0,FALSE,S,3,622,No,40,40,0,1000,2500,a_less719,a_less799,6,E,774,666,48,FALSE,c_10to25,1,1,1,1,T-Mobile USA
744,0,FALSE,B,2,622,No,40,33.33,0,500,1500,a_less719,b_800to899,2,E,444,825,72,TRUE,NONE,4,4,1,1,Cricket Wireless
745,0,FALSE,S,4,622,No,20,12,0,600,5000,a_less719,a_less799,2,E,810,762,24,FALSE,d_25to300,1,1,1,1,T-Mobile USA
746,0,FALSE,B,2,622,No,40,45,0,900,2000,a_less719,b_800to899,2,E,773,805,48,TRUE,d_25to300,1,1,1,0,Metro PCS
747,0,FALSE,B,2,622,No,40,20,2,300,1500,a_less719,a_less799,0,E,683,699,48,FALSE,b_3to10,3,2,3,0,Metro PCS
748,0,FALSE,B,2,622,No,40,25,0,1000,4000,a_less719,a_less799,3,E,614,707,144,FALSE,d_25to300,3,1,1,0,Verizon Wireless
749,0,FALSE,S,0,622,No,40,20,0,500,2500,a_less719,a_less799,3,E,602,479,48,FALSE,d_25to300,3,1,3,1,Metro PCS
750,0,FALSE,B,0,622,No,25,66.67,0,1000,1500,a_less719,a_less799,3,E,656,554,6,FALSE,b_3to10,3,1,2,0,AT&T
751,0,FALSE,B,2,622,No,25,16,6,400,2500,a_less719,a_less799,2,E,699,730,48,FALSE,d_25to300,3,2,2,0,T-Mobile USA
752,1,FALSE,B,2,622,No,25,33.33,3,500,1500,a_less719,a_less799,1,E,411,445,72,FALSE,d_25to300,3,1,3,2,Metro PCS
753,0,FALSE,S,0,622,No,25,10,0,500,5000,a_less719,b_800to899,6,E,712,845,24,TRUE,a_less3,1,1,3,6,Sprint
754,0,FALSE,B,4,622,No,50,14.29,5,500,3500,a_less719,b_800to899,2,E,760,850,113,FALSE,d_25to300,1,1,1,8,Sprint
755,1,FALSE,B,0,622,No,40,32,4,600,1875,a_less719,a_less799,3,E,617,740,27,TRUE,b_3to10,1,1,1,2,T-Mobile USA
756,0,TRUE,B,2,622,No,40,12,0,300,2500,a_less719,b_800to899,1,E,819,889,12,FALSE,NONE,3,1,1,0,Boost Mobile
757,1,FALSE,B,2,622,No,40,22.86,3,400,1750,a_less719,a_less799,2,E,740,629,14,FALSE,d_25to300,3,2,1,0,Sprint
758,0,FALSE,S,2,622,No,40,66.67,0,1000,1500,a_less719,a_less799,6,E,664,731,60,FALSE,NONE,3,2,1,0,Verizon Wireless
759,0,FALSE,S,0,623,No,20,12.5,0,500,4000,a_less719,a_less799,1,E,741,731,12,FALSE,c_10to25,1,1,1,2,AT&T
760,1,FALSE,W,5,623,No,10,13.24,0,900,6800,a_less719,a_less799,1,E,541,474,126,FALSE,a_less3,1,2,2,0,Cricket Wireless
761,0,FALSE,B,0,623,No,40,6.67,8,200,3000,a_less719,b_800to899,1,E,731,838,120,FALSE,c_10to25,3,1,1,3,Sprint
762,0,TRUE,B,0,623,No,40,13.33,4,400,3000,a_less719,b_800to899,2,E,779,807,52,FALSE,NONE,1,2,3,6,AT&T
763,1,FALSE,B,2,623,No,10,50,3,1500,3000,a_less719,a_less799,1,E,648,757,36,FALSE,d_25to300,3,1,3,0,Boost Mobile
764,1,FALSE,B,3,623,No,40,20,2,500,2500,a_less719,a_less799,1,E,712,709,48,FALSE,NONE,1,2,1,0,Verizon Wireless
765,0,TRUE,B,2,623,No,20,8.33,0,500,6000,a_less719,a_less799,6,E,830,609,36,FALSE,c_10to25,3,1,1,2,AT&T
766,0,FALSE,B,0,623,No,25,40,0,1000,2500,a_less719,a_less799,6,E,682,680,24,FALSE,b_3to10,1,1,1,0,Metro PCS
767,0,TRUE,B,2,623,No,40,20,6,500,2500,a_less719,a_less799,0,E,778,654,84,TRUE,b_3to10,1,1,1,4,AT&T
768,0,FALSE,S,2,623,No,25,20,6,500,2500,a_less719,a_less799,0,E,685,664,72,FALSE,a_less3,1,2,1,0,Metro PCS
769,0,FALSE,B,2,623,No,40,4,6,200,5000,a_less719,a_less799,2,E,733,616,12,FALSE,NONE,4,2,1,3,AT&T
770,1,FALSE,B,8,623,No,45,20,3,500,2500,a_less719,a_less799,1,E,699,772,36,FALSE,b_3to10,1,1,2,0,Boost Mobile
771,1,TRUE,S,2,624,No,45,10,3,500,5000,a_less719,c_great900,1,E,610,905,60,FALSE,d_25to300,1,1,1,0,Verizon Wireless
772,0,FALSE,S,4,624,No,25,20,3,500,2500,a_less719,a_less799,1,E,662,657,36,FALSE,b_3to10,1,1,1,0,AT&T
773,0,FALSE,B,1,624,No,45,11.11,3,500,4500,a_less719,a_less799,1,E,693,748,36,FALSE,NONE,2,3,1,1,AT&T
774,0,FALSE,B,0,624,No,40,12,0,300,2500,a_less719,a_less799,6,E,656,723,72,TRUE,b_3to10,3,2,3,3,US
775,0,FALSE,B,0,624,No,40,14.29,2,500,3500,a_less719,a_less799,0,E,724,762,144,FALSE,b_3to10,3,2,3,1,T-Mobile USA
776,0,FALSE,B,0,624,No,45,7.62,3,400,5250,a_less719,a_less799,1,E,683,784,12,TRUE,a_less3,3,1,1,0,Metro PCS
777,0,FALSE,B,3,624,No,40,20,6,400,2000,a_less719,a_less799,0,E,703,714,3,TRUE,b_3to10,3,1,3,0,Cricket Wireless
778,0,FALSE,B,3,625,No,11,18.18,6,500,2750,a_less719,b_800to899,5,E,794,816,27,FALSE,NONE,1,1,1,1,Verizon Wireless
779,0,FALSE,B,0,626,No,25,25,6,500,2000,a_less719,b_800to899,2,E,747,897,24,FALSE,a_less3,3,1,2,1,Cricket Wireless
780,1,FALSE,B,0,626,No,35,38.46,6,500,1300,a_less719,a_less799,0,E,559,720,12,FALSE,d_25to300,3,1,1,2,Sprint
781,0,TRUE,S,0,626,No,45,16.67,3,500,3000,a_less719,b_800to899,1,E,736,841,60,FALSE,e_great300,1,1,1,1,Metro PCS
782,0,FALSE,B,3,626,No,40,6.67,0,200,3000,a_less719,a_less799,2,E,626,644,48,FALSE,b_3to10,3,2,2,0,T-Mobile USA
783,0,FALSE,S,3,626,No,40,22.2,6,999,4500,a_less719,a_less799,2,E,690,757,24,TRUE,d_25to300,1,2,3,0,T-Mobile USA
784,0,FALSE,B,1,626,No,20,15.38,10,1000,6500,a_less719,a_less799,0,E,530,575,121,FALSE,b_3to10,1,1,3,0,AT&T
785,1,TRUE,B,4,626,No,40,20,6,500,2500,a_less719,c_great900,2,E,776,905,96,FALSE,NONE,4,1,3,0,Sprint
786,0,FALSE,B,2,626,No,10,50,0,500,1000,a_less719,b_800to899,6,E,651,801,48,FALSE,NONE,1,1,3,0,Cricket Wireless
787,1,FALSE,B,0,626,No,30,25.32,6,500,1975,a_less719,b_800to899,2,E,656,834,36,FALSE,c_10to25,1,2,1,0,Cricket Wireless
788,1,FALSE,S,2,626,No,40,15.15,0,500,3300,a_less719,a_less799,1,E,683,691,18,FALSE,d_25to300,1,2,3,1,Metro PCS
789,0,FALSE,B,4,626,No,40,12.5,1,200,1600,a_less719,a_less799,0,E,700,785,12,FALSE,a_less3,3,1,1,0,T-Mobile USA
790,0,FALSE,B,3,626,No,40,25,0,400,1600,a_less719,a_less799,1,E,584,686,12,FALSE,d_25to300,3,1,3,2,Boost Mobile
791,0,FALSE,B,3,626,No,50,33.33,0,500,1500,a_less719,b_800to899,3,E,769,804,60,FALSE,c_10to25,1,2,3,2,Metro PCS
792,0,TRUE,S,2,626,No,25,5.71,0,200,3500,a_less719,a_less799,1,E,677,762,12,TRUE,d_25to300,3,1,1,0,AT&T
793,1,FALSE,B,4,626,No,11,62.5,0,1000,1600,a_less719,a_less799,1,E,576,552,12,FALSE,b_3to10,3,1,3,0,AT&T
794,1,FALSE,B,4,626,No,45,14.29,3,500,3500,a_less719,a_less799,1,E,745,758,24,FALSE,e_great300,1,3,2,1,Verizon Wireless
795,0,FALSE,B,4,626,No,25,16.67,3,500,3000,a_less719,a_less799,1,E,659,678,36,TRUE,d_25to300,1,1,3,1,AT&T
796,0,FALSE,B,1,627,No,5,34.29,0,600,1750,a_less719,b_800to899,2,E,646,807,24,FALSE,d_25to300,1,2,1,0,Metro PCS
797,1,TRUE,B,0,627,No,40,20,0,500,2500,a_less719,a_less799,6,E,777,736,24,FALSE,d_25to300,1,1,1,3,T-Mobile USA
798,0,FALSE,B,4,627,No,10,22,3,1100,5000,a_less719,a_less799,0,E,543,555,24,FALSE,d_25to300,1,1,3,0,AT&T
799,0,TRUE,S,1,627,No,40,20,0,1000,5000,a_less719,a_less799,6,E,709,576,6,FALSE,c_10to25,3,2,1,0,Verizon Wireless
800,0,FALSE,B,1,627,No,35,15.38,0,500,3250,a_less719,a_less799,2,E,533,619,24,TRUE,c_10to25,1,1,1,0,T-Mobile USA
801,0,TRUE,B,4,627,No,20,20,0,1000,5000,a_less719,a_less799,1,E,829,633,12,FALSE,c_10to25,1,1,2,0,AT&T
802,0,TRUE,B,2,627,No,45,8.33,3,500,6000,a_less719,b_800to899,1,E,796,865,120,FALSE,NONE,1,1,1,0,Verizon Wireless
803,0,FALSE,B,2,627,No,5,11.43,0,400,3500,a_less719,a_less799,2,O,526,503,12,FALSE,a_less3,3,2,2,2,Boost Mobile
804,0,FALSE,B,2,627,No,40,20,6,400,2000,a_less719,a_less799,2,E,687,630,24,TRUE,d_25to300,2,1,1,3,Sprint
805,0,FALSE,B,3,627,No,50,20,0,500,2500,a_less719,a_less799,1,E,709,785,72,TRUE,c_10to25,1,2,3,0,Metro PCS
806,1,TRUE,B,0,628,No,40,62.5,0,1000,1600,a_less719,a_less799,1,E,676,641,24,TRUE,c_10to25,3,1,1,0,Boost Mobile
807,1,FALSE,B,3,628,No,45,20,3,500,2500,a_less719,a_less799,1,E,720,783,36,FALSE,d_25to300,3,1,3,0,Boost Mobile
808,0,FALSE,S,3,628,No,40,25,0,500,2000,a_less719,b_800to899,3,E,687,809,72,FALSE,NONE,1,2,3,0,Cricket Wireless
809,0,FALSE,B,3,628,No,40,3.33,8,200,6000,a_less719,b_800to899,1,E,763,838,12,FALSE,e_great300,1,1,1,0,Sprint
810,1,TRUE,B,4,628,No,30,8.89,0,200,2250,a_less719,c_great900,2,E,771,956,24,FALSE,b_3to10,3,1,3,2,Sprint
811,0,FALSE,B,0,628,No,40,16,0,400,2500,a_less719,b_800to899,1,E,772,801,84,FALSE,c_10to25,1,2,2,0,Boost Mobile
812,1,TRUE,S,2,628,No,40,20,0,1000,5000,a_less719,a_less799,1,E,660,783,12,TRUE,c_10to25,1,1,3,1,US
813,0,FALSE,B,0,628,No,40,16.67,0,500,3000,a_less719,a_less799,2,E,580,645,48,FALSE,d_25to300,3,2,3,0,Cricket Wireless
814,0,FALSE,B,0,628,No,40,12.99,0,500,3850,a_less719,b_800to899,3,E,760,831,60,FALSE,c_10to25,1,1,1,1,Sprint
815,1,FALSE,B,4,628,No,25,25,3,500,2000,a_less719,a_less799,1,E,559,760,36,FALSE,NONE,4,2,1,1,Metro PCS
816,0,FALSE,B,0,628,No,40,10,6,300,3000,a_less719,a_less799,2,E,647,678,36,FALSE,a_less3,1,1,1,2,T-Mobile USA
817,0,FALSE,B,2,628,No,40,33.33,0,1000,3000,a_less719,a_less799,3,E,779,482,36,TRUE,NONE,4,4,3,3,Sprint
818,0,TRUE,B,4,628,No,40,32,3,1000,3125,a_less719,a_less799,2,E,823,771,27,FALSE,NONE,4,1,1,0,T-Mobile USA
819,0,FALSE,B,0,629,No,25,26.32,3,500,1900,a_less719,b_800to899,1,E,784,820,24,FALSE,e_great300,3,2,1,2,Virgin Mobile
820,0,FALSE,S,2,629,No,40,11.76,3,200,1700,a_less719,a_less799,1,E,614,774,100,FALSE,c_10to25,1,2,3,0,Sprint
821,1,FALSE,B,0,629,No,30,33.3,0,999,3000,a_less719,a_less799,2,E,652,682,12,FALSE,b_3to10,3,1,3,0,AT&T
