id,IsDefault,is_no_bank_call,payfrequency,NumOfDigitsInEmailUsername,FraudScore,IsCheapCampaign,lead_cost,loantoincome,bankmonths,requestedamount,netmonthly,FraudScoreBucketSmall,BankBehaviorBucketSmall,bankyears,incometype,BankScore2,BankScore,n_months_address,IsHurricaneHarvey,DistFromAddressBucket,AddressContactScore,EmailContactScore,PhoneContactScore,ssn_to_bankaccount,PhoneCarrier
184,1,FALSE,W,2,537,No,5,22.22,0,500,2250,a_less719,a_less799,2,E,631,714,24,FALSE,NONE,4,2,2,1,AT&T
185,0,FALSE,W,3,537,No,3,10.08,6,300,2976,a_less719,b_800to899,3,E,761,832,42,FALSE,NONE,1,1,1,1,Verizon Wireless
186,0,FALSE,B,4,537,No,10,20,0,200,1000,a_less719,b_800to899,6,E,799,890,6,TRUE,b_3to10,2,1,2,1,Boost Mobile
187,1,FALSE,B,3,538,No,40,50,0,1000,2000,a_less719,a_less799,2,E,650,723,72,TRUE,c_10to25,1,1,1,0,Metro PCS
188,0,FALSE,B,3,538,No,40,40,0,1000,2500,a_less719,a_less799,3,E,682,752,48,FALSE,c_10to25,3,1,1,0,T-Mobile USA
189,0,FALSE,B,2,538,No,40,66.67,0,1000,1500,a_less719,a_less799,6,E,651,716,144,FALSE,c_10to25,1,1,3,0,Sprint
190,1,FALSE,B,2,538,No,50,20,11,500,2500,a_less719,a_less799,2,E,625,569,71,FALSE,d_25to300,1,1,1,3,Sprint
191,0,FALSE,B,2,538,No,25,20,0,800,4000,a_less719,b_800to899,2,E,753,879,24,FALSE,NONE,1,1,3,0,AT&T
192,0,FALSE,B,0,538,No,25,10,0,300,3000,a_less719,b_800to899,4,E,661,861,24,FALSE,c_10to25,3,1,3,2,AT&T
193,0,FALSE,B,0,538,No,40,20,0,600,3000,a_less719,b_800to899,2,E,773,830,24,FALSE,b_3to10,1,1,1,0,Sprint
194,0,FALSE,S,0,538,No,45,10,3,300,3000,a_less719,a_less799,1,E,619,767,12,TRUE,e_great300,1,1,3,0,Virgin Mobile
195,0,FALSE,B,2,539,No,35,10,0,500,5000,a_less719,a_less799,5,E,650,399,60,FALSE,b_3to10,3,1,3,2,Metro PCS
196,0,FALSE,S,2,539,No,45,27.78,3,500,1800,a_less719,a_less799,1,E,746,683,36,FALSE,b_3to10,1,1,1,2,Cricket Wireless
197,0,FALSE,B,3,539,No,45,23.81,3,500,2100,a_less719,b_800to899,1,E,626,862,36,FALSE,a_less3,3,2,3,1,AT&T
198,0,FALSE,B,1,539,No,45,29.41,3,500,1700,a_less719,a_less799,1,E,712,606,6,FALSE,c_10to25,3,2,1,0,T-Mobile USA
199,0,FALSE,B,1,539,No,40,19.05,0,400,2100,a_less719,b_800to899,5,E,798,810,6,FALSE,b_3to10,2,1,1,0,Sprint
200,0,TRUE,B,1,539,No,25,16,6,400,2500,a_less719,a_less799,2,E,759,781,36,FALSE,NONE,1,1,1,3,Sprint
201,1,FALSE,B,2,539,No,40,14.29,7,500,3500,a_less719,b_800to899,2,E,857,894,25,FALSE,d_25to300,3,1,1,3,AT&T
202,0,FALSE,B,2,540,No,20,33.33,0,500,1500,a_less719,a_less799,2,E,662,727,60,FALSE,NONE,3,1,3,6,Cricket Wireless
203,1,FALSE,B,2,540,No,40,20,0,1000,5000,a_less719,a_less799,3,E,609,713,72,FALSE,NONE,2,1,2,0,AT&T
204,0,FALSE,B,4,540,No,45,35.71,3,500,1400,a_less719,a_less799,1,E,686,770,24,FALSE,c_10to25,3,1,2,0,Verizon Wireless
205,1,FALSE,B,0,540,No,40,34.78,6,1000,2875,a_less719,a_less799,2,E,557,681,12,TRUE,a_less3,3,2,3,1,Cricket Wireless
206,1,FALSE,B,3,540,No,25,20,3,500,2500,a_less719,a_less799,1,E,603,658,12,TRUE,c_10to25,3,1,1,0,Metro PCS
207,0,FALSE,B,2,540,No,40,13.33,2,400,3000,a_less719,a_less799,0,E,619,659,12,TRUE,c_10to25,1,2,1,0,T-Mobile USA
208,0,TRUE,B,0,541,No,30,22.22,0,1000,4500,a_less719,b_800to899,6,E,837,844,24,FALSE,b_3to10,3,1,3,2,T-Mobile USA
209,0,FALSE,S,2,541,No,25,25,3,500,2000,a_less719,a_less799,1,E,646,784,12,FALSE,c_10to25,3,2,1,0,T-Mobile USA
210,0,FALSE,S,0,541,No,10,50,3,1500,3000,a_less719,b_800to899,1,E,747,817,24,FALSE,NONE,1,2,1,1,Sprint
211,1,FALSE,B,0,541,No,40,14.39,6,500,3475,a_less719,b_800to899,1,E,652,806,36,FALSE,d_25to300,1,2,3,0,T-Mobile USA
212,0,FALSE,S,4,541,No,10,25,0,300,1200,a_less719,a_less799,2,E,717,767,12,FALSE,a_less3,3,2,1,0,Metro PCS
213,1,FALSE,S,5,541,No,5,50,3,500,1000,a_less719,a_less799,0,E,598,685,6,FALSE,c_10to25,3,2,3,1,Metro PCS
214,0,FALSE,B,0,541,No,40,17.24,6,500,2900,a_less719,b_800to899,2,E,645,806,65,FALSE,c_10to25,1,1,1,1,T-Mobile USA
215,0,FALSE,B,0,541,No,40,26.67,6,800,3000,a_less719,a_less799,1,E,836,795,108,FALSE,d_25to300,1,2,1,1,Cricket Wireless
216,1,FALSE,B,0,541,No,25,10,6,500,5000,a_less719,a_less799,2,E,539,444,12,FALSE,d_25to300,3,1,1,3,Sprint
217,0,FALSE,B,0,541,No,40,17.86,0,500,2800,a_less719,b_800to899,5,E,703,820,12,FALSE,NONE,3,1,2,0,Verizon Wireless
218,1,TRUE,W,8,541,No,10,10,0,300,3000,a_less719,c_great900,2,E,772,901,24,TRUE,b_3to10,1,1,1,0,T-Mobile USA
219,0,TRUE,S,0,541,No,30,37.04,6,500,1350,a_less719,c_great900,2,E,827,914,24,TRUE,c_10to25,2,1,2,0,Boost Mobile
220,0,FALSE,B,3,541,No,25,33.33,0,1000,3000,a_less719,a_less799,3,E,628,706,60,FALSE,a_less3,1,1,1,0,T-Mobile USA
221,1,FALSE,W,2,542,No,10,20,3,1000,5000,a_less719,a_less799,1,E,691,677,60,TRUE,d_25to300,3,2,1,0,Metro PCS
222,1,FALSE,B,0,542,No,30,20.2,6,500,2475,a_less719,a_less799,2,E,754,704,24,FALSE,a_less3,1,1,1,3,Metro PCS
223,0,FALSE,B,4,543,No,40,10,6,300,3000,a_less719,a_less799,0,E,515,450,48,FALSE,NONE,3,1,1,1,AT&T
224,0,FALSE,B,4,543,No,40,11.11,0,500,4500,a_less719,a_less799,1,E,742,664,48,TRUE,b_3to10,1,1,2,1,Verizon Wireless
225,0,FALSE,B,0,543,No,40,15,0,300,2000,a_less719,a_less799,1,E,689,774,12,FALSE,b_3to10,1,1,1,0,Metro PCS
226,1,FALSE,B,0,543,No,40,22.22,11,1000,4500,a_less719,a_less799,1,E,707,576,29,TRUE,d_25to300,3,2,3,1,Verizon Wireless
227,0,FALSE,B,0,543,No,50,33.33,0,500,1500,a_less719,b_800to899,2,E,674,805,36,FALSE,d_25to300,1,1,1,0,T-Mobile USA
228,0,FALSE,B,0,544,No,25,22.22,1,1000,4500,a_less719,a_less799,0,E,713,785,12,FALSE,c_10to25,3,1,2,0,T-Mobile USA
229,1,FALSE,S,0,544,No,40,20,0,500,2500,a_less719,a_less799,2,E,598,581,48,FALSE,NONE,3,1,2,0,Cricket Wireless
230,0,FALSE,B,3,544,No,10,80,0,2000,2500,a_less719,a_less799,6,E,835,719,12,TRUE,NONE,1,1,3,0,AT&T
231,1,FALSE,B,2,544,No,20,9.84,0,500,5082,a_less719,a_less799,1,E,823,781,25,FALSE,a_less3,1,1,1,1,T-Mobile USA
232,0,FALSE,B,0,545,No,40,15.15,0,500,3300,a_less719,a_less799,1,E,635,693,30,TRUE,c_10to25,3,1,1,0,Metro PCS
233,0,FALSE,B,2,545,No,20,30.77,5,400,1300,a_less719,a_less799,4,E,698,700,23,FALSE,b_3to10,2,1,3,3,Verizon Wireless
234,0,FALSE,S,0,545,No,25,19.23,3,500,2600,a_less719,a_less799,1,E,662,670,36,FALSE,d_25to300,1,1,1,1,Verizon Wireless
235,0,FALSE,B,2,545,No,40,6.67,0,1000,15000,a_less719,a_less799,1,E,707,757,12,FALSE,c_10to25,3,1,3,1,AT&T
236,1,FALSE,W,3,545,No,10,20,3,500,2500,a_less719,b_800to899,1,E,800,894,36,FALSE,a_less3,3,1,3,0,AT&T
237,0,FALSE,B,2,545,No,45,11.11,3,500,4500,a_less719,b_800to899,1,E,790,865,36,TRUE,c_10to25,3,2,2,0,Cricket Wireless
238,1,TRUE,B,0,546,No,40,33.33,6,500,1500,a_less719,c_great900,2,E,684,900,120,FALSE,d_25to300,1,1,2,3,Verizon Wireless
239,0,FALSE,B,2,546,No,20,18.02,0,500,2775,a_less719,b_800to899,5,E,744,892,60,FALSE,a_less3,1,1,2,1,AT&T
240,1,FALSE,B,0,546,No,40,11.11,5,500,4500,a_less719,a_less799,3,E,706,565,173,FALSE,b_3to10,1,1,3,1,Metro PCS
241,0,FALSE,S,0,546,No,25,25,3,500,2000,a_less719,a_less799,1,E,703,728,6,FALSE,b_3to10,3,1,3,0,AT&T
242,0,FALSE,B,3,546,No,40,37.04,6,500,1350,a_less719,a_less799,2,E,536,569,24,FALSE,e_great300,3,2,1,0,T-Mobile USA
243,0,FALSE,B,4,546,No,25,16.55,0,600,3625,a_less719,a_less799,5,E,606,709,60,FALSE,d_25to300,1,2,3,1,Cricket Wireless
244,0,FALSE,S,0,547,No,25,22.22,4,1000,4500,a_less719,a_less799,3,E,836,706,28,FALSE,a_less3,3,1,1,1,Sprint
245,1,FALSE,B,2,547,No,10,44.44,0,2000,4500,a_less719,b_800to899,3,E,598,826,144,TRUE,d_25to300,3,1,1,0,T-Mobile USA
246,0,FALSE,B,0,547,No,20,16.67,6,500,3000,a_less719,a_less799,0,E,557,482,24,TRUE,c_10to25,2,1,1,5,AT&T
247,0,TRUE,W,2,547,No,5,8.89,0,200,2250,a_less719,b_800to899,2,E,656,874,24,FALSE,d_25to300,3,1,3,0,Sprint
248,0,FALSE,B,0,547,No,40,20,6,1000,5000,a_less719,a_less799,2,E,608,510,12,FALSE,d_25to300,2,2,1,1,T-Mobile USA
249,0,TRUE,B,2,547,No,25,66.67,0,1000,1500,a_less719,b_800to899,3,E,820,895,6,FALSE,a_less3,3,1,2,0,AT&T
250,1,TRUE,B,3,547,No,50,66.67,0,1000,1500,a_less719,c_great900,2,E,739,902,60,FALSE,c_10to25,1,1,1,1,Metro PCS
251,0,FALSE,W,3,547,No,10,20,0,500,2500,a_less719,a_less799,2,E,703,756,24,FALSE,c_10to25,3,1,1,0,Metro PCS
252,1,TRUE,B,0,548,No,45,6.67,3,200,3000,a_less719,a_less799,1,E,768,792,12,FALSE,d_25to300,3,1,1,1,Sprint
253,1,FALSE,B,0,548,No,25,25,3,500,2000,a_less719,a_less799,1,E,700,626,12,FALSE,d_25to300,3,1,1,2,T-Mobile USA
254,0,FALSE,S,0,548,No,40,7.41,0,200,2700,a_less719,a_less799,1,E,731,688,7,TRUE,d_25to300,3,1,3,4,Sprint
255,0,FALSE,B,0,548,No,50,20,0,500,2500,a_less719,a_less799,3,E,756,702,24,TRUE,d_25to300,3,1,3,2,Metro PCS
256,0,TRUE,B,2,549,No,40,20,9,500,2500,a_less719,a_less799,2,E,426,597,123,FALSE,NONE,3,3,3,3,Cricket Wireless
257,0,FALSE,B,2,549,No,45,11.36,3,500,4400,a_less719,a_less799,1,E,665,528,24,FALSE,d_25to300,2,1,3,0,Metro PCS
258,0,FALSE,B,4,549,No,25,40,6,1000,2500,a_less719,a_less799,1,E,663,486,36,FALSE,b_3to10,1,1,3,2,Cricket Wireless
259,1,FALSE,S,1,549,No,50,20,0,500,2500,a_less719,a_less799,2,E,693,774,12,FALSE,c_10to25,3,2,1,0,Verizon Wireless
260,0,FALSE,B,1,549,No,5,16.67,8,200,1200,a_less719,a_less799,2,E,739,786,4,FALSE,NONE,2,2,3,0,Cricket Wireless
261,0,FALSE,S,2,549,No,40,15.29,0,300,1962,a_less719,a_less799,1,E,613,591,6,FALSE,d_25to300,1,1,1,4,Metro PCS
262,1,TRUE,B,0,549,No,45,20,3,500,2500,a_less719,b_800to899,1,E,624,877,36,FALSE,NONE,1,1,3,2,AT&T
263,1,FALSE,B,3,549,No,20,16.67,0,500,3000,a_less719,a_less799,1,E,740,782,12,FALSE,NONE,1,1,2,2,Cricket Wireless
264,0,FALSE,B,2,549,No,50,40,0,1000,2500,a_less719,a_less799,6,E,705,593,72,FALSE,d_25to300,1,1,1,0,AT&T
265,0,FALSE,S,4,550,No,45,10.87,3,500,4600,a_less719,a_less799,1,E,492,514,12,FALSE,e_great300,3,2,3,2,T-Mobile USA
266,0,TRUE,B,4,550,No,40,20,0,500,2500,a_less719,c_great900,6,E,866,924,120,FALSE,b_3to10,3,1,1,1,Sprint
267,0,FALSE,B,0,550,No,40,12,0,300,2500,a_less719,a_less799,1,E,698,781,12,FALSE,c_10to25,3,1,1,1,Metro PCS
268,0,FALSE,S,0,550,No,40,12,0,300,2500,a_less719,a_less799,2,E,780,764,24,FALSE,d_25to300,3,1,2,0,Boost Mobile
269,1,FALSE,B,3,550,No,25,57.14,0,1000,1750,a_less719,a_less799,3,E,532,624,72,FALSE,NONE,1,2,2,1,Cricket Wireless
270,1,FALSE,B,2,550,No,45,18.52,3,500,2700,a_less719,a_less799,1,E,712,670,24,FALSE,e_great300,1,1,1,0,Metro PCS
271,1,FALSE,B,2,550,No,45,29.41,3,500,1700,a_less719,a_less799,1,E,644,592,12,FALSE,NONE,3,2,3,1,AT&T
272,1,FALSE,B,2,551,No,40,33.33,0,500,1500,a_less719,a_less799,1,E,624,684,120,FALSE,b_3to10,3,2,3,0,Metro PCS
273,0,TRUE,B,0,551,No,40,31.25,9,500,1600,a_less719,a_less799,0,E,586,585,24,TRUE,c_10to25,3,1,1,10,T-Mobile USA
274,1,FALSE,B,0,551,No,10,133.33,0,2000,1500,a_less719,b_800to899,1,E,740,852,24,FALSE,c_10to25,3,1,3,1,Verizon Wireless
275,0,FALSE,B,2,551,No,40,11.11,6,500,4500,a_less719,a_less799,2,E,628,766,24,TRUE,e_great300,3,1,3,0,Metro PCS
276,0,FALSE,S,2,551,No,5,13.33,2,400,3000,a_less719,a_less799,59,E,658,619,46,FALSE,c_10to25,1,1,1,2,T-Mobile USA
277,0,FALSE,B,2,552,No,40,25,0,500,2000,a_less719,a_less799,1,E,685,563,12,FALSE,a_less3,3,2,1,1,Sprint
278,0,FALSE,B,2,552,No,25,26.67,0,400,1500,a_less719,a_less799,1,E,670,744,36,TRUE,a_less3,2,1,3,0,Boost Mobile
279,0,FALSE,B,0,552,No,50,40,0,1000,2500,a_less719,a_less799,2,E,767,783,60,FALSE,NONE,3,2,3,0,Cricket Wireless
280,1,FALSE,S,0,553,No,5,33.61,6,1000,2975,a_less719,a_less799,2,E,620,642,12,TRUE,b_3to10,3,1,1,2,AT&T
281,0,FALSE,S,0,553,No,50,33.33,0,500,1500,a_less719,a_less799,2,E,664,704,24,FALSE,c_10to25,3,1,1,0,T-Mobile USA
282,1,FALSE,B,2,553,No,40,20,0,400,2000,a_less719,a_less799,2,E,644,509,48,TRUE,a_less3,1,1,3,1,Cricket Wireless
283,0,FALSE,B,2,553,No,15,22.86,3,800,3500,a_less719,a_less799,0,E,588,653,12,FALSE,a_less3,3,1,1,0,Metro PCS
284,0,TRUE,W,0,554,No,10,16.67,3,500,3000,a_less719,c_great900,1,E,855,960,24,FALSE,c_10to25,3,1,1,0,T-Mobile USA
285,0,FALSE,B,2,554,No,40,20,0,400,2000,a_less719,a_less799,2,E,710,694,24,FALSE,NONE,4,2,1,1,Metro PCS
286,1,FALSE,B,2,554,No,50,33.33,3,500,1500,a_less719,a_less799,1,S,612,635,123,FALSE,NONE,4,1,3,0,Metro PCS
287,0,FALSE,B,0,554,No,45,5.71,3,300,5250,a_less719,a_less799,1,E,622,699,60,FALSE,b_3to10,1,2,1,0,AT&T
288,0,FALSE,B,3,554,No,40,14.29,5,500,3500,a_less719,a_less799,1,E,659,743,65,FALSE,b_3to10,3,1,2,2,T-Mobile USA
289,1,FALSE,B,2,554,No,40,13.33,2,200,1500,a_less719,a_less799,2,E,799,783,14,FALSE,NONE,3,1,1,3,Cricket Wireless
290,0,FALSE,S,0,554,No,50,33.33,6,500,1500,a_less719,a_less799,0,E,530,614,6,TRUE,c_10to25,3,2,3,0,Metro PCS
291,1,FALSE,B,1,554,No,25,20,0,1000,5000,a_less719,b_800to899,5,E,726,876,6,TRUE,b_3to10,3,1,1,2,Metro PCS
292,0,TRUE,B,4,554,No,40,16.67,0,500,3000,a_less719,a_less799,1,E,672,548,12,FALSE,b_3to10,3,1,1,1,AT&T
293,0,FALSE,B,0,555,No,25,26.67,8,800,3000,a_less719,a_less799,2,E,799,611,83,FALSE,d_25to300,1,1,2,3,T-Mobile USA
294,0,FALSE,B,0,555,No,40,16.67,0,500,3000,a_less719,b_800to899,2,E,689,853,6,FALSE,d_25to300,3,1,1,1,AT&T
295,1,TRUE,B,1,555,No,40,14.29,6,500,3500,a_less719,c_great900,2,E,777,916,120,FALSE,d_25to300,1,1,1,1,Metro PCS
296,0,FALSE,B,2,555,No,30,20,0,400,2000,a_less719,a_less799,1,E,686,717,3,FALSE,a_less3,1,1,1,1,Metro PCS
297,1,FALSE,B,4,555,No,40,8,10,200,2500,a_less719,a_less799,2,E,801,762,76,FALSE,b_3to10,1,1,1,1,T-Mobile USA
298,0,FALSE,B,4,555,No,25,20,6,500,2500,a_less719,a_less799,2,E,658,722,120,TRUE,c_10to25,1,2,1,1,T-Mobile USA
299,1,FALSE,B,2,555,No,40,20.2,6,500,2475,a_less719,a_less799,2,E,588,706,12,TRUE,c_10to25,3,1,2,1,AT&T
300,0,FALSE,W,2,555,No,10,8,3,200,2500,a_less719,a_less799,1,E,644,780,36,FALSE,a_less3,1,2,3,0,Virgin Mobile
301,0,FALSE,B,6,555,No,40,33.33,1,500,1500,a_less719,a_less799,1,E,730,788,31,FALSE,c_10to25,1,1,1,3,Sprint
302,1,FALSE,B,0,556,No,45,37.5,3,600,1600,a_less719,b_800to899,1,E,538,813,30,FALSE,c_10to25,3,2,3,1,Metro PCS
303,0,FALSE,B,4,556,No,35,17.14,3,300,1750,a_less719,b_800to899,0,E,694,820,6,FALSE,NONE,3,2,3,0,Metro PCS
304,0,FALSE,B,2,556,No,40,32,0,800,2500,a_less719,a_less799,3,E,650,643,24,TRUE,c_10to25,1,1,1,2,T-Mobile USA
305,0,FALSE,S,0,556,No,40,17.39,10,400,2300,a_less719,a_less799,2,E,600,535,16,TRUE,b_3to10,3,1,3,2,US
306,1,FALSE,S,0,556,No,45,13.64,3,300,2200,a_less719,a_less799,1,E,782,773,17,FALSE,d_25to300,3,3,1,1,Sprint
307,0,FALSE,B,2,556,No,50,33.33,0,500,1500,a_less719,a_less799,5,E,709,785,72,FALSE,b_3to10,1,2,3,0,T-Mobile USA
308,0,FALSE,B,0,557,No,11,13.33,6,800,6000,a_less719,a_less799,0,E,628,567,72,FALSE,NONE,4,1,3,2,Metro PCS
309,0,FALSE,B,3,558,No,20,46.67,5,700,1500,a_less719,a_less799,0,E,650,795,60,FALSE,NONE,3,1,2,0,AT&T
310,0,FALSE,S,2,558,No,25,15.62,3,500,3200,a_less719,a_less799,1,E,515,570,36,FALSE,c_10to25,1,1,1,0,T-Mobile USA
311,1,FALSE,B,0,558,No,30,14.39,6,500,3475,a_less719,a_less799,2,E,683,711,24,FALSE,a_less3,3,1,3,0,AT&T
312,0,FALSE,B,0,558,No,20,33.33,0,1000,3000,a_less719,a_less799,1,E,693,759,12,FALSE,a_less3,1,1,3,0,Metro PCS
313,1,FALSE,W,2,559,No,5,10.67,0,400,3750,a_less719,b_800to899,2,E,651,838,24,TRUE,NONE,1,1,1,3,Cricket Wireless
314,1,FALSE,B,0,559,No,10,25,0,500,2000,a_less719,a_less799,5,E,589,629,72,FALSE,b_3to10,1,1,3,0,Metro PCS
315,1,FALSE,B,2,559,No,50,66.67,0,1000,1500,a_less719,a_less799,2,E,683,744,48,FALSE,a_less3,3,1,2,0,Cricket Wireless
316,0,FALSE,B,0,559,No,20,38.46,6,500,1300,a_less719,a_less799,2,E,723,668,84,FALSE,b_3to10,1,2,3,1,AT&T
317,0,FALSE,B,0,559,No,40,14.29,5,500,3500,a_less719,a_less799,4,E,774,382,35,TRUE,d_25to300,1,1,3,4,US
318,0,FALSE,B,2,559,No,35,16.67,0,500,3000,a_less719,b_800to899,3,E,613,893,36,FALSE,c_10to25,3,2,3,0,Verizon Wireless
319,1,TRUE,B,4,560,No,40,8.89,3,400,4500,a_less719,a_less799,1,E,626,541,24,FALSE,NONE,1,1,1,2,AT&T
320,0,FALSE,S,0,560,No,45,20.83,3,500,2400,a_less719,a_less799,1,E,619,698,36,FALSE,c_10to25,3,2,2,2,Verizon Wireless
321,0,TRUE,S,0,561,No,40,10,5,300,3000,a_less719,a_less799,0,E,753,579,240,TRUE,c_10to25,1,1,1,1,Verizon Wireless
322,0,FALSE,B,4,561,No,20,25,0,500,2000,a_less719,a_less799,1,E,710,774,12,FALSE,a_less3,3,1,2,1,Verizon Wireless
323,0,FALSE,B,4,561,No,20,11.43,6,400,3500,a_less719,a_less799,2,E,726,754,48,TRUE,NONE,4,1,2,1,AT&T
324,0,FALSE,S,0,561,No,40,33.33,6,500,1500,a_less719,a_less799,0,E,596,678,36,TRUE,b_3to10,1,1,1,1,Metro PCS
325,0,FALSE,B,2,561,No,40,33.33,6,500,1500,a_less719,a_less799,0,E,685,571,108,FALSE,d_25to300,1,1,1,0,Sprint
326,0,FALSE,B,2,561,No,40,18,0,900,5000,a_less719,a_less799,1,E,760,784,12,FALSE,d_25to300,1,1,3,1,Verizon Wireless
327,1,FALSE,B,2,561,No,30,17.02,3,1000,5875,a_less719,a_less799,2,E,537,634,72,FALSE,NONE,4,1,2,1,Verizon Wireless
328,1,TRUE,B,2,562,No,25,19.23,3,500,2600,a_less719,b_800to899,1,E,703,864,36,FALSE,a_less3,3,2,1,2,US
329,0,FALSE,B,2,562,No,40,32.71,3,700,2140,a_less719,a_less799,1,E,810,706,27,TRUE,NONE,3,1,1,1,Verizon Wireless
330,1,TRUE,B,3,562,No,10,133.33,0,2000,1500,a_less719,b_800to899,6,E,772,872,72,FALSE,a_less3,3,2,1,1,T-Mobile USA
331,0,FALSE,B,0,562,No,40,8,3,400,5000,a_less719,a_less799,1,E,716,636,12,FALSE,NONE,2,,1,2,T-Mobile USA
332,0,TRUE,B,2,562,No,20,24,0,600,2500,a_less719,a_less799,2,E,569,536,24,FALSE,a_less3,3,1,1,0,Sprint
333,0,FALSE,B,0,562,No,25,6.67,3,200,3000,a_less719,b_800to899,1,E,781,842,28,FALSE,b_3to10,1,1,2,1,Cricket Wireless
334,0,FALSE,B,4,562,No,25,10,3,300,3000,a_less719,a_less799,1,E,674,706,15,FALSE,NONE,1,2,1,0,Cricket Wireless
335,0,FALSE,W,8,562,No,10,20,6,500,2500,a_less719,a_less799,0,S,613,690,12,FALSE,d_25to300,3,2,2,1,Cricket Wireless
336,0,FALSE,B,3,563,No,25,3.48,3,300,8612,a_less719,b_800to899,1,E,867,862,12,FALSE,c_10to25,3,1,3,1,T-Mobile USA
337,1,FALSE,S,0,564,No,35,12.5,0,500,4000,a_less719,a_less799,2,E,676,728,24,FALSE,NONE,3,2,2,0,AT&T
338,0,FALSE,B,0,564,No,45,25,3,500,2000,a_less719,a_less799,1,E,736,651,36,FALSE,b_3to10,1,1,3,2,Metro PCS
339,0,TRUE,B,2,564,No,25,25,3,500,2000,a_less719,c_great900,1,E,809,936,36,TRUE,b_3to10,3,1,1,2,Boost Mobile
340,0,TRUE,S,0,564,No,40,17.14,0,600,3500,a_less719,b_800to899,2,E,873,848,12,FALSE,a_less3,3,1,1,3,T-Mobile USA
341,1,TRUE,B,4,564,No,40,14.29,0,500,3500,a_less719,a_less799,2,E,381,603,36,FALSE,c_10to25,1,1,1,1,Cricket Wireless
342,0,TRUE,B,0,564,No,25,40,0,1000,2500,a_less719,c_great900,1,E,766,926,6,TRUE,c_10to25,3,1,3,0,Sprint
343,0,FALSE,B,0,565,No,60,80,0,1000,1250,a_less719,b_800to899,1,E,659,809,24,FALSE,b_3to10,1,1,1,0,T-Mobile USA
344,0,FALSE,B,1,565,No,60,33.33,3,500,1500,a_less719,a_less799,0,E,530,633,24,FALSE,d_25to300,3,2,2,0,T-Mobile USA
345,0,FALSE,B,0,565,No,20,7.15,0,300,4198,a_less719,a_less799,1,E,785,790,42,FALSE,NONE,1,3,2,2,AT&T
346,0,FALSE,B,1,565,No,25,27.78,3,500,1800,a_less719,a_less799,1,E,704,631,36,FALSE,c_10to25,3,1,1,0,Metro PCS
347,0,FALSE,B,0,565,No,40,20,6,400,2000,a_less719,a_less799,0,E,737,784,24,TRUE,c_10to25,3,1,1,6,Metro PCS
348,0,TRUE,B,0,565,No,40,20,2,500,2500,a_less719,c_great900,4,S,751,902,146,FALSE,c_10to25,1,1,1,3,Metro PCS
349,0,FALSE,S,0,565,No,50,40,0,1000,2500,a_less719,a_less799,2,E,635,737,24,FALSE,d_25to300,3,4,2,1,T-Mobile USA
350,0,FALSE,W,0,565,No,5,15.38,0,500,3250,a_less719,a_less799,2,E,645,741,24,FALSE,c_10to25,1,1,3,3,T-Mobile USA
351,0,FALSE,B,0,566,No,35,20,0,500,2500,a_less719,a_less799,2,E,667,685,24,TRUE,d_25to300,3,1,1,0,Sprint
352,0,FALSE,B,0,566,No,40,10,6,500,5000,a_less719,a_less799,2,E,588,600,48,FALSE,b_3to10,1,1,1,7,Metro PCS
353,1,FALSE,S,3,566,No,40,39.96,6,999,2500,a_less719,a_less799,2,E,740,795,48,FALSE,d_25to300,3,1,2,2,Boost Mobile
354,1,FALSE,B,2,567,No,10,40,3,400,1000,a_less719,a_less799,0,S,570,649,48,FALSE,a_less3,1,1,1,1,T-Mobile USA
355,1,TRUE,B,4,567,No,45,20,3,500,2500,a_less719,a_less799,1,E,752,701,36,FALSE,NONE,1,1,1,1,AT&T
356,1,TRUE,B,3,567,No,45,26.67,3,500,1875,a_less719,b_800to899,1,E,722,810,66,FALSE,b_3to10,1,1,1,1,Metro PCS
357,0,FALSE,S,0,567,No,10,50,3,1500,3000,a_less719,a_less799,1,E,707,796,36,FALSE,c_10to25,3,1,1,1,T-Mobile USA
358,0,FALSE,S,2,567,No,25,25,3,500,2000,a_less719,a_less799,1,E,590,679,36,TRUE,b_3to10,1,1,3,0,AT&T
359,0,FALSE,B,0,567,No,40,11.11,9,500,4500,a_less719,a_less799,1,E,763,667,16,TRUE,c_10to25,1,1,2,7,Boost Mobile
360,1,FALSE,B,2,568,No,40,33.33,6,500,1500,a_less719,a_less799,0,E,739,653,24,TRUE,c_10to25,3,2,1,2,Metro PCS
361,0,FALSE,B,2,568,No,40,23.08,0,600,2600,a_less719,b_800to899,5,E,755,819,24,TRUE,c_10to25,3,2,3,2,T-Mobile USA
362,1,FALSE,B,3,568,No,20,25,0,500,2000,a_less719,a_less799,2,E,721,797,12,FALSE,b_3to10,3,1,1,1,T-Mobile USA
363,0,FALSE,B,2,568,No,40,38.1,0,600,1575,a_less719,a_less799,6,E,781,745,60,FALSE,a_less3,3,1,1,0,Sprint
364,0,FALSE,B,0,569,No,25,23.53,3,500,2125,a_less719,b_800to899,1,E,760,827,120,FALSE,a_less3,1,1,1,1,Cricket Wireless
365,1,FALSE,B,4,569,No,20,10,0,300,3000,a_less719,a_less799,1,E,656,512,12,TRUE,a_less3,3,1,3,5,Metro PCS
366,1,FALSE,S,0,569,No,20,12.5,0,300,2400,a_less719,a_less799,1,E,617,780,12,TRUE,b_3to10,3,3,1,1,Metro PCS
